ForecastId,ConfirmedCases,Fatalities
339,853.0,8.0
340,853.0,8.0
341,853.0,8.0
342,853.0,8.0
343,853.0,8.0
344,853.0,8.0
345,53.0,0.0
346,12.0,0.0
347,62.0,0.0
348,299.0,0.0
349,78.0,0.0
350,337.0,0.0
351,968.0,2.0
352,72.0,2.0
353,2389.0,0.0
354,407.0,2.0
355,82.0,2.0
356,460.0,4.0
357,28.0,4.0
358,28.0,4.0
359,28.0,4.0
360,28.0,4.0
361,28.0,4.0
362,28.0,4.0
363,28.0,4.0
364,28.0,4.0
365,28.0,4.0
366,28.0,4.0
367,28.0,4.0
368,28.0,4.0
369,28.0,4.0
370,28.0,4.0
371,28.0,4.0
372,28.0,4.0
373,28.0,4.0
374,28.0,4.0
375,28.0,4.0
376,28.0,4.0
377,28.0,4.0
378,28.0,4.0
379,28.0,4.0
380,28.0,4.0
381,28.0,4.0
382,28.0,4.0
383,28.0,4.0
384,28.0,4.0
385,28.0,4.0
386,28.0,4.0
387,28.0,4.0
388,53.0,0.0
389,12.0,0.0
390,62.0,0.0
391,299.0,0.0
392,78.0,0.0
393,337.0,0.0
394,968.0,2.0
395,72.0,2.0
396,2389.0,0.0
397,407.0,2.0
398,82.0,2.0
399,460.0,4.0
400,28.0,4.0
401,28.0,4.0
402,28.0,4.0
403,28.0,4.0
404,28.0,4.0
405,28.0,4.0
406,28.0,4.0
407,28.0,4.0
408,28.0,4.0
409,28.0,4.0
410,28.0,4.0
411,28.0,4.0
412,28.0,4.0
413,28.0,4.0
414,28.0,4.0
415,28.0,4.0
416,28.0,4.0
417,28.0,4.0
418,28.0,4.0
419,28.0,4.0
420,28.0,4.0
421,28.0,4.0
422,28.0,4.0
423,28.0,4.0
424,28.0,4.0
425,28.0,4.0
426,28.0,4.0
427,28.0,4.0
428,28.0,4.0
429,28.0,4.0
430,28.0,4.0
431,53.0,0.0
432,12.0,0.0
433,62.0,0.0
434,299.0,0.0
435,78.0,0.0
436,337.0,0.0
437,968.0,2.0
438,72.0,2.0
439,2389.0,0.0
440,407.0,2.0
441,82.0,2.0
442,460.0,4.0
443,28.0,4.0
444,28.0,4.0
445,28.0,4.0
446,28.0,4.0
447,28.0,4.0
448,28.0,4.0
449,28.0,4.0
450,28.0,4.0
451,28.0,4.0
452,28.0,4.0
453,28.0,4.0
454,28.0,4.0
455,28.0,4.0
456,28.0,4.0
457,28.0,4.0
458,28.0,4.0
459,28.0,4.0
460,28.0,4.0
461,28.0,4.0
462,28.0,4.0
463,28.0,4.0
464,28.0,4.0
465,28.0,4.0
466,28.0,4.0
467,28.0,4.0
468,28.0,4.0
469,28.0,4.0
470,28.0,4.0
471,28.0,4.0
472,28.0,4.0
473,28.0,4.0
474,53.0,0.0
475,12.0,0.0
476,62.0,0.0
477,299.0,0.0
478,78.0,0.0
479,337.0,0.0
480,968.0,2.0
481,72.0,2.0
482,2389.0,0.0
483,407.0,2.0
484,82.0,2.0
485,460.0,4.0
486,28.0,4.0
487,28.0,4.0
488,28.0,4.0
489,28.0,4.0
490,28.0,4.0
491,28.0,4.0
492,28.0,4.0
493,28.0,4.0
494,28.0,4.0
495,28.0,4.0
496,28.0,4.0
497,28.0,4.0
498,28.0,4.0
499,28.0,4.0
500,28.0,4.0
501,28.0,4.0
502,28.0,4.0
503,28.0,4.0
504,28.0,4.0
505,28.0,4.0
506,28.0,4.0
507,28.0,4.0
508,28.0,4.0
509,28.0,4.0
510,28.0,4.0
511,28.0,4.0
512,28.0,4.0
513,28.0,4.0
514,28.0,4.0
515,28.0,4.0
516,28.0,4.0
517,53.0,0.0
518,12.0,0.0
519,62.0,0.0
520,299.0,0.0
521,78.0,0.0
522,337.0,0.0
523,968.0,2.0
524,72.0,2.0
525,2389.0,0.0
526,407.0,2.0
527,82.0,2.0
528,460.0,4.0
529,28.0,4.0
530,28.0,4.0
531,28.0,4.0
532,28.0,4.0
533,28.0,4.0
534,28.0,4.0
535,28.0,4.0
536,28.0,4.0
537,28.0,4.0
538,28.0,4.0
539,28.0,4.0
540,28.0,4.0
541,28.0,4.0
542,28.0,4.0
543,28.0,4.0
544,28.0,4.0
545,28.0,4.0
546,28.0,4.0
547,28.0,4.0
548,28.0,4.0
549,28.0,4.0
550,28.0,4.0
551,28.0,4.0
552,28.0,4.0
553,28.0,4.0
554,28.0,4.0
555,28.0,4.0
556,28.0,4.0
557,28.0,4.0
558,28.0,4.0
559,28.0,4.0
560,53.0,0.0
561,12.0,0.0
562,62.0,0.0
563,299.0,0.0
564,78.0,0.0
565,337.0,0.0
566,968.0,2.0
567,72.0,2.0
568,2389.0,0.0
569,407.0,2.0
570,82.0,2.0
571,460.0,4.0
572,28.0,4.0
573,28.0,4.0
574,28.0,4.0
575,28.0,4.0
576,28.0,4.0
577,28.0,4.0
578,28.0,4.0
579,28.0,4.0
580,28.0,4.0
581,28.0,4.0
582,28.0,4.0
583,28.0,4.0
584,28.0,4.0
585,28.0,4.0
586,28.0,4.0
587,28.0,4.0
588,28.0,4.0
589,28.0,4.0
590,28.0,4.0
591,28.0,4.0
592,28.0,4.0
593,28.0,4.0
594,28.0,4.0
595,28.0,4.0
596,28.0,4.0
597,28.0,4.0
598,28.0,4.0
599,28.0,4.0
600,28.0,4.0
601,28.0,4.0
602,28.0,4.0
603,53.0,0.0
604,12.0,0.0
605,62.0,0.0
606,299.0,0.0
607,78.0,0.0
608,337.0,0.0
609,968.0,2.0
610,72.0,2.0
611,2389.0,0.0
612,407.0,2.0
613,82.0,2.0
614,460.0,4.0
615,28.0,4.0
616,28.0,4.0
617,28.0,4.0
618,28.0,4.0
619,28.0,4.0
620,28.0,4.0
621,28.0,4.0
622,28.0,4.0
623,28.0,4.0
624,28.0,4.0
625,28.0,4.0
626,28.0,4.0
627,28.0,4.0
628,28.0,4.0
629,28.0,4.0
630,28.0,4.0
631,28.0,4.0
632,28.0,4.0
633,28.0,4.0
634,28.0,4.0
635,28.0,4.0
636,28.0,4.0
637,28.0,4.0
638,28.0,4.0
639,28.0,4.0
640,28.0,4.0
641,28.0,4.0
642,28.0,4.0
643,28.0,4.0
644,28.0,4.0
645,28.0,4.0
646,53.0,0.0
647,12.0,0.0
648,62.0,0.0
649,299.0,0.0
650,78.0,0.0
651,337.0,0.0
652,968.0,2.0
653,72.0,2.0
654,2389.0,0.0
655,407.0,2.0
656,82.0,2.0
657,460.0,4.0
658,28.0,4.0
659,28.0,4.0
660,28.0,4.0
661,28.0,4.0
662,28.0,4.0
663,28.0,4.0
664,28.0,4.0
665,28.0,4.0
666,28.0,4.0
667,28.0,4.0
668,28.0,4.0
669,28.0,4.0
670,28.0,4.0
671,28.0,4.0
672,28.0,4.0
673,28.0,4.0
674,28.0,4.0
675,28.0,4.0
676,28.0,4.0
677,28.0,4.0
678,28.0,4.0
679,28.0,4.0
680,28.0,4.0
681,28.0,4.0
682,28.0,4.0
683,28.0,4.0
684,28.0,4.0
685,28.0,4.0
686,28.0,4.0
687,28.0,4.0
688,28.0,4.0
689,6909.0,49.0
690,7657.0,58.0
691,8271.0,68.0
692,8788.0,86.0
693,9618.0,108.0
694,10180.0,128.0
695,10711.0,146.0
696,11129.0,158.0
697,11524.0,168.0
698,11781.0,186.0
699,12051.0,204.0
700,12297.0,220.0
701,12639.0,243.0
702,12639.0,243.0
703,12639.0,243.0
704,12639.0,243.0
705,12639.0,243.0
706,12639.0,243.0
707,12639.0,243.0
708,12639.0,243.0
709,12639.0,243.0
710,12639.0,243.0
711,12639.0,243.0
712,12639.0,243.0
713,12639.0,243.0
714,12639.0,243.0
715,12639.0,243.0
716,12639.0,243.0
717,12639.0,243.0
718,12639.0,243.0
719,12639.0,243.0
720,12639.0,243.0
721,12639.0,243.0
722,12639.0,243.0
723,12639.0,243.0
724,12639.0,243.0
725,12639.0,243.0
726,12639.0,243.0
727,12639.0,243.0
728,12639.0,243.0
729,12639.0,243.0
730,12639.0,243.0
731,12639.0,243.0
732,122.0,3.0
733,165.0,3.0
734,182.0,4.0
735,209.0,4.0
736,273.0,4.0
737,298.0,5.0
738,359.0,5.0
739,400.0,5.0
740,443.0,5.0
741,521.0,5.0
742,584.0,7.0
743,641.0,7.0
744,717.0,8.0
745,717.0,8.0
746,717.0,8.0
747,717.0,8.0
748,717.0,8.0
749,717.0,8.0
750,717.0,8.0
751,717.0,8.0
752,717.0,8.0
753,717.0,8.0
754,717.0,8.0
755,717.0,8.0
756,717.0,8.0
757,717.0,8.0
758,717.0,8.0
759,717.0,8.0
760,717.0,8.0
761,717.0,8.0
762,717.0,8.0
763,717.0,8.0
764,717.0,8.0
765,717.0,8.0
766,717.0,8.0
767,717.0,8.0
768,717.0,8.0
769,717.0,8.0
770,717.0,8.0
771,717.0,8.0
772,717.0,8.0
773,717.0,8.0
774,717.0,8.0
775,9.0,0.0
776,10.0,0.0
777,10.0,0.0
778,11.0,0.0
779,14.0,0.0
780,14.0,0.0
781,21.0,1.0
782,24.0,1.0
783,24.0,1.0
784,28.0,4.0
785,28.0,4.0
786,29.0,5.0
787,33.0,6.0
788,33.0,6.0
789,33.0,6.0
790,33.0,6.0
791,33.0,6.0
792,33.0,6.0
793,33.0,6.0
794,33.0,6.0
795,33.0,6.0
796,33.0,6.0
797,33.0,6.0
798,33.0,6.0
799,33.0,6.0
800,33.0,6.0
801,33.0,6.0
802,33.0,6.0
803,33.0,6.0
804,33.0,6.0
805,33.0,6.0
806,33.0,6.0
807,33.0,6.0
808,33.0,6.0
809,33.0,6.0
810,33.0,6.0
811,33.0,6.0
812,33.0,6.0
813,33.0,6.0
814,33.0,6.0
815,33.0,6.0
816,33.0,6.0
817,33.0,6.0
818,458.0,4.0
819,466.0,4.0
820,476.0,4.0
821,499.0,4.0
822,515.0,4.0
823,567.0,4.0
824,569.0,4.0
825,643.0,4.0
826,672.0,4.0
827,688.0,4.0
828,700.0,4.0
829,756.0,4.0
830,811.0,5.0
831,811.0,5.0
832,811.0,5.0
833,811.0,5.0
834,811.0,5.0
835,811.0,5.0
836,811.0,5.0
837,811.0,5.0
838,811.0,5.0
839,811.0,5.0
840,811.0,5.0
841,811.0,5.0
842,811.0,5.0
843,811.0,5.0
844,811.0,5.0
845,811.0,5.0
846,811.0,5.0
847,811.0,5.0
848,811.0,5.0
849,811.0,5.0
850,811.0,5.0
851,811.0,5.0
852,811.0,5.0
853,811.0,5.0
854,811.0,5.0
855,811.0,5.0
856,811.0,5.0
857,811.0,5.0
858,811.0,5.0
859,811.0,5.0
860,811.0,5.0
861,44.0,5.0
862,48.0,5.0
863,48.0,5.0
864,48.0,5.0
865,49.0,5.0
866,51.0,5.0
867,54.0,6.0
868,56.0,6.0
869,61.0,6.0
870,70.0,8.0
871,88.0,9.0
872,123.0,12.0
873,164.0,17.0
874,164.0,17.0
875,164.0,17.0
876,164.0,17.0
877,164.0,17.0
878,164.0,17.0
879,164.0,17.0
880,164.0,17.0
881,164.0,17.0
882,164.0,17.0
883,164.0,17.0
884,164.0,17.0
885,164.0,17.0
886,164.0,17.0
887,164.0,17.0
888,164.0,17.0
889,164.0,17.0
890,164.0,17.0
891,164.0,17.0
892,164.0,17.0
893,164.0,17.0
894,164.0,17.0
895,164.0,17.0
896,164.0,17.0
897,164.0,17.0
898,164.0,17.0
899,164.0,17.0
900,164.0,17.0
901,164.0,17.0
902,164.0,17.0
903,164.0,17.0
904,18.0,0.0
905,24.0,0.0
906,26.0,0.0
907,33.0,0.0
908,33.0,0.0
909,34.0,0.0
910,34.0,0.0
911,46.0,0.0
912,51.0,0.0
913,52.0,0.0
914,56.0,1.0
915,60.0,2.0
916,63.0,3.0
917,63.0,3.0
918,63.0,3.0
919,63.0,3.0
920,63.0,3.0
921,63.0,3.0
922,63.0,3.0
923,63.0,3.0
924,63.0,3.0
925,63.0,3.0
926,63.0,3.0
927,63.0,3.0
928,63.0,3.0
929,63.0,3.0
930,63.0,3.0
931,63.0,3.0
932,63.0,3.0
933,63.0,3.0
934,63.0,3.0
935,63.0,3.0
936,63.0,3.0
937,63.0,3.0
938,63.0,3.0
939,63.0,3.0
940,63.0,3.0
941,63.0,3.0
942,63.0,3.0
943,63.0,3.0
944,63.0,3.0
945,63.0,3.0
946,63.0,3.0
947,86.0,0.0
948,94.0,0.0
949,94.0,0.0
950,94.0,0.0
951,152.0,0.0
952,152.0,1.0
953,163.0,2.0
954,304.0,4.0
955,351.0,4.0
956,440.0,5.0
957,562.0,8.0
958,700.0,13.0
959,861.0,13.0
960,861.0,13.0
961,861.0,13.0
962,861.0,13.0
963,861.0,13.0
964,861.0,13.0
965,861.0,13.0
966,861.0,13.0
967,861.0,13.0
968,861.0,13.0
969,861.0,13.0
970,861.0,13.0
971,861.0,13.0
972,861.0,13.0
973,861.0,13.0
974,861.0,13.0
975,861.0,13.0
976,861.0,13.0
977,861.0,13.0
978,861.0,13.0
979,861.0,13.0
980,861.0,13.0
981,861.0,13.0
982,861.0,13.0
983,861.0,13.0
984,861.0,13.0
985,861.0,13.0
986,861.0,13.0
987,861.0,13.0
988,861.0,13.0
989,861.0,13.0
990,6235.0,220.0
991,7284.0,289.0
992,9134.0,0.0
993,10836.0,431.0
994,11899.0,513.0
995,12775.0,705.0
996,13964.0,828.0
997,15348.0,1011.0
998,16770.0,1143.0
999,18431.0,1283.0
1000,19691.0,1447.0
1001,20814.0,1632.0
1002,22194.0,2035.0
1003,22194.0,2035.0
1004,22194.0,2035.0
1005,22194.0,2035.0
1006,22194.0,2035.0
1007,22194.0,2035.0
1008,22194.0,2035.0
1009,22194.0,2035.0
1010,22194.0,2035.0
1011,22194.0,2035.0
1012,22194.0,2035.0
1013,22194.0,2035.0
1014,22194.0,2035.0
1015,22194.0,2035.0
1016,22194.0,2035.0
1017,22194.0,2035.0
1018,22194.0,2035.0
1019,22194.0,2035.0
1020,22194.0,2035.0
1021,22194.0,2035.0
1022,22194.0,2035.0
1023,22194.0,2035.0
1024,22194.0,2035.0
1025,22194.0,2035.0
1026,22194.0,2035.0
1027,22194.0,2035.0
1028,22194.0,2035.0
1029,22194.0,2035.0
1030,22194.0,2035.0
1031,22194.0,2035.0
1032,22194.0,2035.0
1033,2.0,0.0
1034,2.0,0.0
1035,2.0,0.0
1036,2.0,0.0
1037,3.0,0.0
1038,3.0,0.0
1039,3.0,0.0
1040,3.0,0.0
1041,4.0,0.0
1042,4.0,0.0
1043,5.0,0.0
1044,7.0,1.0
1045,7.0,1.0
1046,7.0,1.0
1047,7.0,1.0
1048,7.0,1.0
1049,7.0,1.0
1050,7.0,1.0
1051,7.0,1.0
1052,7.0,1.0
1053,7.0,1.0
1054,7.0,1.0
1055,7.0,1.0
1056,7.0,1.0
1057,7.0,1.0
1058,7.0,1.0
1059,7.0,1.0
1060,7.0,1.0
1061,7.0,1.0
1062,7.0,1.0
1063,7.0,1.0
1064,7.0,1.0
1065,7.0,1.0
1066,7.0,1.0
1067,7.0,1.0
1068,7.0,1.0
1069,7.0,1.0
1070,7.0,1.0
1071,7.0,1.0
1072,7.0,1.0
1073,7.0,1.0
1074,7.0,1.0
1075,7.0,1.0
1076,6.0,0.0
1077,6.0,0.0
1078,6.0,0.0
1079,6.0,0.0
1080,6.0,0.0
1081,9.0,0.0
1082,13.0,0.0
1083,13.0,0.0
1084,16.0,0.0
1085,16.0,0.0
1086,22.0,0.0
1087,26.0,1.0
1088,26.0,1.0
1089,26.0,1.0
1090,26.0,1.0
1091,26.0,1.0
1092,26.0,1.0
1093,26.0,1.0
1094,26.0,1.0
1095,26.0,1.0
1096,26.0,1.0
1097,26.0,1.0
1098,26.0,1.0
1099,26.0,1.0
1100,26.0,1.0
1101,26.0,1.0
1102,26.0,1.0
1103,26.0,1.0
1104,26.0,1.0
1105,26.0,1.0
1106,26.0,1.0
1107,26.0,1.0
1108,26.0,1.0
1109,26.0,1.0
1110,26.0,1.0
1111,26.0,1.0
1112,26.0,1.0
1113,26.0,1.0
1114,26.0,1.0
1115,26.0,1.0
1116,26.0,1.0
1117,26.0,1.0
1118,26.0,1.0
1119,2.0,0.0
1120,3.0,0.0
1121,3.0,0.0
1122,4.0,0.0
1123,4.0,0.0
1124,4.0,0.0
1125,4.0,0.0
1126,5.0,0.0
1127,5.0,0.0
1128,5.0,0.0
1129,5.0,0.0
1130,5.0,0.0
1131,5.0,0.0
1132,5.0,0.0
1133,5.0,0.0
1134,5.0,0.0
1135,5.0,0.0
1136,5.0,0.0
1137,5.0,0.0
1138,5.0,0.0
1139,5.0,0.0
1140,5.0,0.0
1141,5.0,0.0
1142,5.0,0.0
1143,5.0,0.0
1144,5.0,0.0
1145,5.0,0.0
1146,5.0,0.0
1147,5.0,0.0
1148,5.0,0.0
1149,5.0,0.0
1150,5.0,0.0
1151,5.0,0.0
1152,5.0,0.0
1153,5.0,0.0
1154,5.0,0.0
1155,5.0,0.0
1156,5.0,0.0
1157,5.0,0.0
1158,5.0,0.0
1159,5.0,0.0
1160,5.0,0.0
1161,5.0,0.0
1162,43.0,0.0
1163,61.0,0.0
1164,74.0,0.0
1165,81.0,1.0
1166,97.0,4.0
1167,107.0,6.0
1168,115.0,7.0
1169,123.0,8.0
1170,132.0,9.0
1171,139.0,10.0
1172,157.0,10.0
1173,183.0,11.0
1174,194.0,14.0
1175,194.0,14.0
1176,194.0,14.0
1177,194.0,14.0
1178,194.0,14.0
1179,194.0,14.0
1180,194.0,14.0
1181,194.0,14.0
1182,194.0,14.0
1183,194.0,14.0
1184,194.0,14.0
1185,194.0,14.0
1186,194.0,14.0
1187,194.0,14.0
1188,194.0,14.0
1189,194.0,14.0
1190,194.0,14.0
1191,194.0,14.0
1192,194.0,14.0
1193,194.0,14.0
1194,194.0,14.0
1195,194.0,14.0
1196,194.0,14.0
1197,194.0,14.0
1198,194.0,14.0
1199,194.0,14.0
1200,194.0,14.0
1201,194.0,14.0
1202,194.0,14.0
1203,194.0,14.0
1204,194.0,14.0
1205,191.0,3.0
1206,237.0,4.0
1207,258.0,5.0
1208,323.0,6.0
1209,368.0,10.0
1210,420.0,13.0
1211,459.0,13.0
1212,533.0,16.0
1213,579.0,17.0
1214,624.0,21.0
1215,654.0,23.0
1216,674.0,29.0
1217,764.0,33.0
1218,764.0,33.0
1219,764.0,33.0
1220,764.0,33.0
1221,764.0,33.0
1222,764.0,33.0
1223,764.0,33.0
1224,764.0,33.0
1225,764.0,33.0
1226,764.0,33.0
1227,764.0,33.0
1228,764.0,33.0
1229,764.0,33.0
1230,764.0,33.0
1231,764.0,33.0
1232,764.0,33.0
1233,764.0,33.0
1234,764.0,33.0
1235,764.0,33.0
1236,764.0,33.0
1237,764.0,33.0
1238,764.0,33.0
1239,764.0,33.0
1240,764.0,33.0
1241,764.0,33.0
1242,764.0,33.0
1243,764.0,33.0
1244,764.0,33.0
1245,764.0,33.0
1246,764.0,33.0
1247,764.0,33.0
1248,0.0,0.0
1249,0.0,0.0
1250,0.0,0.0
1251,0.0,0.0
1252,3.0,0.0
1253,4.0,1.0
1254,4.0,1.0
1255,4.0,1.0
1256,4.0,1.0
1257,4.0,1.0
1258,6.0,1.0
1259,6.0,1.0
1260,6.0,1.0
1261,6.0,1.0
1262,6.0,1.0
1263,6.0,1.0
1264,6.0,1.0
1265,6.0,1.0
1266,6.0,1.0
1267,6.0,1.0
1268,6.0,1.0
1269,6.0,1.0
1270,6.0,1.0
1271,6.0,1.0
1272,6.0,1.0
1273,6.0,1.0
1274,6.0,1.0
1275,6.0,1.0
1276,6.0,1.0
1277,6.0,1.0
1278,6.0,1.0
1279,6.0,1.0
1280,6.0,1.0
1281,6.0,1.0
1282,6.0,1.0
1283,6.0,1.0
1284,6.0,1.0
1285,6.0,1.0
1286,6.0,1.0
1287,6.0,1.0
1288,6.0,1.0
1289,6.0,1.0
1290,6.0,1.0
1291,2985.0,77.0
1292,3417.0,92.0
1293,3904.0,111.0
1294,4256.0,136.0
1295,4579.0,159.0
1296,5717.0,201.0
1297,6836.0,240.0
1298,8044.0,324.0
1299,9056.0,359.0
1300,10360.0,445.0
1301,11130.0,486.0
1302,12161.0,564.0
1303,14034.0,686.0
1304,14034.0,686.0
1305,14034.0,686.0
1306,14034.0,686.0
1307,14034.0,686.0
1308,14034.0,686.0
1309,14034.0,686.0
1310,14034.0,686.0
1311,14034.0,686.0
1312,14034.0,686.0
1313,14034.0,686.0
1314,14034.0,686.0
1315,14034.0,686.0
1316,14034.0,686.0
1317,14034.0,686.0
1318,14034.0,686.0
1319,14034.0,686.0
1320,14034.0,686.0
1321,14034.0,686.0
1322,14034.0,686.0
1323,14034.0,686.0
1324,14034.0,686.0
1325,14034.0,686.0
1326,14034.0,686.0
1327,14034.0,686.0
1328,14034.0,686.0
1329,14034.0,686.0
1330,14034.0,686.0
1331,14034.0,686.0
1332,14034.0,686.0
1333,14034.0,686.0
1334,114.0,0.0
1335,115.0,0.0
1336,120.0,1.0
1337,126.0,1.0
